file,number,text,lrml,paraphrase,random_split,doc_split,selected_round_1,selected_round_2
NZ_NZBC-G13AS2#2.7,3.3.1.0.1.g.1,"Drainage 3.3.1 All gully traps shall have (see Figures 2 and 3): Waste pipe outlets located at least 20 mm above water seal level, and at least 20 mm below the grating.","if(exist(gullyTrap)),then(obligation(and(has(gullyTrap,wastePipeOutlet),define(waterSeal.elevation,x0),greaterThanEqual(wastePipeOutlet.elevation,'x0 + 20 mm'),define(grating.elevation,x1),lessThanEqual(wastePipeOutlet.elevation,'x1 - 20 mm'))))","If gully traps exists, then gully traps shall have waste pipe outlets with elevation at least 20 mm above water seal elevation, and at least 20 mm below the grating elevation.",3,1,,-1
NZ_NZBC-G13AS2#2.7,3.3.1.0.1.i.1,"Drainage 3.3.1 All gully traps shall have (see Figures 2 and 3): i) Adequate support from bedding and backfilling with: i) concrete no less than 75 mm thick surrounding the entire gully dish and which is separated from the building foundation, where the gully trap is likely to be damaged, and j) A minimum of 600 mm clear access space above the gully dish.","if(exist(gullyTrap)),then(obligation(and(has(gullyTrap,and(bedding,backfilling)),has(gullyTrap,gullyDish),around(concrete,gullyDish),greaterThanEqual(concrete.thickness,75 mm),or(awayFrom(concrete,buildingFoundation),not(is(gullyTrap,damageProne))),has(gullyDish,accessSpace),above(accessSpace,gullyDish),greaterThanEqual(accessSpace,600 mm))))","If gully traps exists, then gully traps shall have: i) bedding and backfilling with: i) concrete no less than 75 mm thick surrounding the entire gully dish and either the concrete is away from the building foundation or the gully trap is not damage prone, and j) A minimum of 600 mm clear access space above the gully dish.",1,1,1.0,1
NZ_NZBC-G13AS2#2.7,3.3.2.0.1,"3.3.2 In order to provide overflow relief for the drainage system, every building used for Housing shall be provided with at least one gully trap which shall:.","if(is(building.classifiedUse,housing)),then(obligation(has(building,gullyTrap)))","If a building classified use is housing, then the building shall have a gully trap",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,3.3.2.0.1.a.1,3.3.2 Gully trap which shall: a) Be positioned so that the top of the gully dish is no less than 150 mm below the overflow level of the lowest sanitary fixture served by the drainage system.,"if(exist(gullyTrap)),then(obligation(and(define(topOf(gullyTrap.gullyDish),x0),for(gullyTrap,sanitaryFixture),is(min(sanitaryFixture.elevation),true),define(sanitaryFixture.overflowLevel,x1),greaterThanEqual(x0,'x1 + 150 mm'))))","If gully traps exists, then gully traps shall have the top of their gully dish no less than 150 mm below the overflow level of the sanitary fixture serving the gullyTrap with the lowest elevation.",1,1,,-1
NZ_NZBC-G13AS2#2.7,3.3.2.0.1.b.1,Drainage 3.3.2 Gully trap which shall: Have a grating that will allow surcharge.,"if(exist(gullyTrap)),then(obligation(and(has(gullyTrap,grating),for(grating,surcharge))))","If gully traps exists, then gully traps shall have a grating for surcharge.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,3.3.2.0.1.c.1,Drainage 3.3.2 Gully trap which shall: Be located in a visible position.,"if(exist(gullyTrap)),then(obligation(is(gullyTrap.location,visible)))","If gully traps exists, then gully traps shall be located in a visible position.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,3.3.2.0.1.d.1,Drainage 3.3.2 Gully trap which shall: Be installed so that surcharge cannot enter into or under buildings.,"if(exist(gullyTrap)),then(obligation(and(not(into(gullyTrap.surcharge,building)),not(below(gullyTrap.surcharge,building)))))","If gully traps exists, then gully traps surcharge shall not enter into or under buildings.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,3.4.1.0.1,3.4.1 Grease traps shall be provided for any discharge pipe serving a sink(s) where the foul water discharges to a soak pit.,"if(and(has(sink,dischargePipe),into(dischargePipe,soakPit))),then(obligation(has(dischargePipe,greaseTrap)))","If a sink has a discharge pipe and the pipe discharges into a soak pit, then the dicharge pipe shall have grease traps.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,3.4.2.0.1,"3.4.2 In buildings other than Housing, grease traps shall be provided where waste water is likely to convey grease.","if(and(not(is(building.classifiedUse,housing)),include(building.wasteWater,grease))),then(obligation(has(drain,greaseTrap)))","If a buildings classified use is not Housing and its waste water is likely to convey grease, then grease traps shall be provided for the drain.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,3.4.3.0.1,"3.4.3 The capacity of a grease trap shall be at least twice the capacity of all sanitary fixtures and sanitary appliances discharging to it, and in no case less than 100 litres as shown in Figure 4.","if(exist(greaseTrap)),then(and(into(sanitaryFixtures.discharge,greaseTrap),define(sum(sanitaryFixtures.capacity),x0),into(sanitaryAppliances.discharge,greaseTrap),define(sum(sanitaryAppliances.capacity),x1),obligation(greaterThanEqual(greaseTrap.capacity,and('2 * (x0 + x1)',100 l)))))","If grease traps exists, then the capacity of a grease trap shall be at least twice the capacity of all sanitary fixtures and sanitary appliances with discharge into it, and in no case less than 100 litres.",3,1,,-1
NZ_NZBC-G13AS2#2.7,3.4.4.0.1,"3.4.4 For restaurants and cafés, the capacity of the grease trap shall be at least 5 litres for each person for whom seating is provided, and in no case less than that required by Paragraph 3.4.3.","if(is(building.activity,or(restaurant,cafe))),then(obligation(and(define(count(building.seating),x0),greaterThanEqual(greaseTrap.capacity,'x0 * 5 l'))))","If the building's acitivity is restaurant or cafe, then the capacity of the grease trap shall be at least 5 litres for each seating.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,3.4.5.0.1,3.4.5 Grease traps located outside a building shall be configured as shown in Figure 4.,"if(outside(greaseTrap.location,building)),then(obligation(asPer(greaseTrap.configuration,nzbc_g13as2_f4)))","If grease traps are located outside a building, then the grease trap shall be configured as shown in G13/AS2 Figure 4.",1,2,0.0,-1
NZ_NZBC-G13AS2#2.7,3.4.6.0.1,3.4 Grease traps 3.4.6 The top of the outlet junction shall be extended to finished ground level and fitted with a watertight rodding point access cover as shown in Figures 4 and 10.,"if(has(greaseTrap,outletJunction)),then(obligation(and(is(topOf(outletJunction),finishedGroundLevel),has(outletJunction,roddingPoint),has(roddingPoint,accessCover),is(accessCover,watertight))))","If the grease trap has a outlet junction, then the top of the outlet junction shall be extended to finished ground level and fitted with a watertight rodding point access cover as shown in Figures 4 and 10.",1,2,0.0,-1
NZ_NZBC-G13AS2#2.7,3.5.1.0.1,"3.5.1 Drains shall: a) Be laid at an even grade, and b) Have no obstructions to flow.","if(exist(drain)),then(obligation(and(is(drain.grade,even),not(has(drain.flow,obstruction)))))","If drains exists, then drains shall be laid at an even grade, and have no obstructions to flow.",2,1,,-1
NZ_NZBC-G13AS2#2.7,3.5.2.0.1,3.5.2 Drains shall be installed at the maximum practicable gradient.,"if(exist(drain)),then(obligation(is(drain.gradient,maximumPracticable)))","If drains exists, then drains shall be installed at the maximum practicable gradient.",1,2,0.0,-1
NZ_NZBC-G13AS2#2.7,3.5.3.0.1,3.5.3 The gradient of drainage pipes shall be not less than that required in Table 2 for the relevant discharge unit loading.,"if(exist(drainPipe)),then(obligation(and(greaterThanEqual(drainPipe.gradient,value),asPer(value,nzbc_g13as2_t2))))","If drain pipes exists, then the gradient of drain pipes shall be not less than the value required in G13/AS2 Table 2.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,3.6.1.0.1,3.6.1 The diameter of a drain shall not decrease in size in the direction of flow.,"if(exist(drain)),then(obligation(and(not(has(drain.diameter,reduction)),is(reduction.direction,flow))))","If drains exists, then the diameter of a drain shall not decrease in the direction of flow.",1,1,,-1
NZ_NZBC-G13AS2#2.7,3.6.2.0.1,3.6.2 Drains shall have a diameter of not less than 80 mm where the drain serves only waste water fixtures.,"if(and(for(drain,wasteWaterFixture),not(for(drain,fixture)),not(is(fixture,wasteWaterFixture)))),then(obligation(greaterThanEqual(drain.diameter,80 mm)))","IF the drain serves waste water fixtures and not fixtures that are not waste water fixtures, then drains shall have a diameter of not less than 80 mm.",1,1,,-1
NZ_NZBC-G13AS2#2.7,3.6.2.0.2,3.6.2 Drains shall have a diameter of not less than 100 mm where the drain does not serve only waste water fixtures.,"if(and(for(drain,fixture),not(is(fixture,wasteWaterFixture)))),then(obligation(greaterThanEqual(drain.diameter,100 mm)))","IF the drain serves fixtures that are not waste water fixtures, then the drain shall have a diameter of not less than 100 mm.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,4.1.1.0.1,4.1.1 The drainage system shall be ventilated to allow a flow of air and to minimise the build up of foul air.,"if(exist(drain)),then(obligation(has(drain,ventilation)))","If drains exists, then the drain shall be ventilated.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,4.1.2.0.1,"4.1.2 Every main drain, and every branch drain longer than 10 m, shall be ventilated in accordance with Table 3.","if(or(is(drain.type,main),and(is(drain.type,branch),greaterThanEqual(drain.length,10 m)))),then(obligation(and(has(drain,ventilation),asPer(ventilation,nzbc_g13as2_t3))))","If a drain is type main, and the branch drain is longer than 10 m, then the drain shall be ventilated in accordance with G13/AS2 Table 3.",1,2,0.0,-1
NZ_NZBC-G13AS2#2.7,4.2.1.0.1,"4.2.1 A main drain vent shall have a minimum diameter of 80 mm, and shall comply with termination requirements of Paragraph 5.7.3 of G13/AS1 ""Sanitary Plumbing"".","if(and(is(drain.type,main),has(drain,ventilation))),then(obligation(and(greaterThanEqual(ventilation.diameter,80 mm),complyWith(ventilation.termination,nzbc_g13as1_5.7.3))))","If a main drain has ventilation, then the ventilation shall have a minimum diameter of 80 mm, and the ventilation shall comply with termination requirements of G13/AS1 Paragraph 5.7.3.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,4.2.2.0.1,4.2.2 Branch drain vents shall be sized in accordance with Table 6 in G13/AS1.,"if(and(is(drain.type,branch),has(drain,ventilation))),then(obligation(complyWith(ventilation.size,nzbc_g13as1_t6)))","If a branch drain has ventilation, then the ventilation shall be sized in accordance with Table 6 in G13/AS1.",1,1,0.0,-1
NZ_NZBC-G13AS1#2.7,5.8.3.0.2,Air admittance valves that form an integral part of a fixture trap shall only be used as a trap vent.,"if(partOf(airAdmittanceValve,fixtureTrap)),then(obligation(and(for(airAdmittanceValve,ventilation),for(ventilation,fixtureTrap),not(for(ventilation,other)))))","If air admittance valves are part of a fixture trap, then the air admittance valves shall be used as ventilation for the fixture trap but not for other.",1,1,,-1
NZ_NZBC-G13AS1#2.7,6.1.1.0.1,6.1.1 Jointing methods for PVC-U pipe shall comply with AS/NZS 2032.,"if(is(pipe.material,pvcU)),then(obligation(complyWith(pipe.jointingMethod,nzs_2032)))","If the pipe material is PVC-U, then the pipe jointing method shall comply with NZS 2032.",3,2,,-1
NZ_NZBC-G13AS1#2.7,6.2.1.0.1,6.2.1 Pipes shall be supported at centres not exceeding those in Table 7.,"if(exist(pipe)),then(obligation(and(has(pipe,support),is(support.location,centre),complyWith(support,nzbc_g13as1_t7))))","If pipes exist, then the pipes shall be supported at centres complying with G13/AS1 Table 7.",1,1,0.0,-1
NZ_NZBC-G13AS1#2.7,6.4.1.0.1,6.4.1 Fire stopping shall be fitted to pipes passing through fire separations in accordance with C/AS2 Paragraph 4.4.,"if(through(pipe,fireSeparation)),then(obligation(and(has(pipe,fireStop),asPer(fireStop,nzbc_cas2_4.4))))","If pipes pass through fire separations, then fire stops shall be fitted to the pipe in accordance with C/AS2 Paragraph 4.4.",3,1,,-1
NZ_NZBC-G13AS2#2.7,1.0.1.0.1,1.0.1 This Acceptable Solution is for below ground non-pressure (gravity flow) foul water drains having a diameter of no greater than 150 mm.,"if(and(is(foulWaterDrain,belowGround),is(foulWaterDrain.type,or(nonPressure,gravityFlow)),lessThanEqual(foulWaterDrain.diameter,150 mm))),then(applyTo(nzbc_g13as2,foulWaterDrain))","If foul water drains are below ground, their type is non-pressure or gravity flow and the foul water drains diameter is no greater than 150 mm, then G13/AS2 applies to the foul water drain.",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,1.0.2.0.1,"1.0.2 It does not apply to foul water drainage systems where it is necessary to dispose of industrial liquid wastes, chemical or toxic wastes and other wastes which cannot be discharged to a sewer without pre-treatment.","if(or(for(foulWaterDrain,or(industrialLiquidWaste,chemicalWaste,toxicWaste)),and(for(foulWaterDrain,waste),towards(waste.discharge,sewer),requires(waste.discharge,pretreatment)))),then(not(applyTo(nzbc_g13as1,foulWaterDrain)))","If foul water drains are for industrial liquid wastes, chemical or toxic wastes or other wastes which cannot be discharged to a sewer without pre-treatment, then G13/AS2 does not apply to foul water drains.
",1,1,0.0,-1
NZ_NZBC-G13AS2#2.7,2.0.1.0.1,2.0.1 Materials for drainage pipes and joints shall comply with the appropriate standards shown in Table 1.,"if(exist(drainPipe)),then(obligation(and(complyWith(drainPipe.material,nzbc_g13as2_t1),has(drainPipe,joint),complyWith(joint.material,nzbc_g13as2_t1))))","If drain pipes exists, then materials for drain pipes and drain pipe joints shall comply with G13/AS2 Table 1.",1,1,0.0,-1
NZ_NZBC-G15AS1#2.7,4.0.1,"4.0.1 Where waste chutes with side-entry hoppers (see Figure 2) are used as an alternative to common storage areas, the chute shall: a) Have a minimum internal diameter of 450 mm, b) Be self-cleaning, vertical and have smooth joints, c) Be vented at the top above the roof line, and at the bottom above the container, and d) Terminate centrally over a suitable container located in a room complying with Paragraphs 3.0.1 to 3.0.9.","if(and(has(wasteChute,siteEntryHopper),not(exist(wasteStorageArea)),is(wasteStorageArea.type,common))),then(obligation(and(greaterThanEqual(wasteChute.internalDiameter,450 mm),is(wasteChute,selfCleaning),is(wasteChute,vertical),is(wasteChute.joint,smooth),has(wasteChute.top,ventilation),above(ventilation,roofLine),has(wasteChute.bottom,ventilation),above(ventilation,container),is(wasteChute.terminationPoint,central),above(wasteChute.terminationPoint,container),is(container.location,space),complyWith(space,nzbc_g15as1_3.0.1 to nzbc_g15as1_3.0.9))))","If a waste chute has side-entry hoppers and no common waste storage area exists, then the waste chute shall have a minimum internal diameter of 450 mm, the waste chute shall be self-cleaning, vertical and have smooth joints, the waste chute shall have ventilation at the top above the roof line, and the waste chute shall have ventilation at the bottom above the container, and the waste chute shall terminate centrally over a suitable container located in a room complying with G15/AS1 Paragraphs 3.0.1 to 3.0.9.",2,1,,-1
